61725,72312,47724,115111,74595,181737,179358,46700
0,67291,91947,104570,97570,92881,226638,87241
63567,74811,59436,199479,98488,58752,133869,114493
0,75386,53958,43838,155430,79895,58889,121183
0,0,0,0,0,0,0,61202
